time_s,lat,lon,alt_m,pressure_hpa,temp_c,humidity_pct,thermal_c,checksum,status,packet
3380.0,35.677852,10.779188,19669.0,98.4,-56.5,2.0,27.9,4956,A,"TUN,35.6779,10.7792,19669,98.4,-56.5,2.0,27.9,4956,A"
3390.0,35.677068,10.779581,19727.0,97.7,-56.5,2.0,28.2,5006,A,"TUN,35.6771,10.7796,19727,97.7,-56.5,2.0,28.2,5006,A"
3400.0,35.676366,10.779951,19785.0,97.0,-56.5,2.0,28.3,5055,A,"TUN,35.6764,10.7800,19785,97.0,-56.5,2.0,28.3,5055,A"
3410.0,35.675642,10.780277,19843.0,96.4,-56.5,2.0,28.1,5101,A,"TUN,35.6756,10.7803,19843,96.4,-56.5,2.0,28.1,5101,A"
3420.0,35.674924,10.780648,19901.0,95.7,-56.5,2.0,27.9,5147,A,"TUN,35.6749,10.7806,19901,95.7,-56.5,2.0,27.9,5147,A"
3430.0,35.674267,10.780975,19959.0,95.1,-56.5,2.0,27.4,5190,A,"TUN,35.6743,10.7810,19959,95.1,-56.5,2.0,27.4,5190,A"
3440.0,35.673544,10.781218,20017.0,94.4,-56.5,2.0,28.2,5245,A,"TUN,35.6735,10.7812,20017,94.4,-56.5,2.0,28.2,5245,A"
3450.0,35.67288,10.781521,20075.0,93.8,-56.4,2.0,28.4,5296,A,"TUN,35.6729,10.7815,20075,93.8,-56.4,2.0,28.4,5296,A"
3460.0,35.672181,10.78182,20133.0,93.1,-56.4,2.0,28.2,5341,A,"TUN,35.6722,10.7818,20133,93.1,-56.4,2.0,28.2,5341,A"
3470.0,35.671481,10.782212,20191.0,92.5,-56.3,2.0,27.7,5386,A,"TUN,35.6715,10.7822,20191,92.5,-56.3,2.0,27.7,5386,A"
3480.0,35.670815,10.7825,20249.0,91.8,-56.3,2.0,28.2,5439,A,"TUN,35.6708,10.7825,20249,91.8,-56.3,2.0,28.2,5439,A"
3490.0,35.670196,10.782766,20307.0,91.2,-56.2,2.0,28.3,5488,A,"TUN,35.6702,10.7828,20307,91.2,-56.2,2.0,28.3,5488,A"
3500.0,35.669512,10.78301,20365.0,90.6,-56.1,2.0,28.5,5540,A,"TUN,35.6695,10.7830,20365,90.6,-56.1,2.0,28.5,5540,A"
3510.0,35.66875,10.783273,20423.0,90.0,-56.1,2.0,27.7,5578,A,"TUN,35.6688,10.7833,20423,90.0,-56.1,2.0,27.7,5578,A"
3520.0,35.668057,10.783492,20481.0,89.3,-56.0,2.0,27.9,5627,A,"TUN,35.6681,10.7835,20481,89.3,-56.0,2.0,27.9,5627,A"
3530.0,35.667292,10.783771,20539.0,88.7,-56.0,2.0,28.2,5677,A,"TUN,35.6673,10.7838,20539,88.7,-56.0,2.0,28.2,5677,A"
3540.0,35.666578,10.783944,20597.0,88.1,-55.9,2.0,28.0,5723,A,"TUN,35.6666,10.7839,20597,88.1,-55.9,2.0,28.0,5723,A"
3550.0,35.665832,10.784109,20655.0,87.5,-55.8,2.0,27.7,5768,A,"TUN,35.6658,10.7841,20655,87.5,-55.8,2.0,27.7,5768,A"
3560.0,35.665072,10.784263,20713.0,86.9,-55.8,2.0,28.1,5817,A,"TUN,35.6651,10.7843,20713,86.9,-55.8,2.0,28.1,5817,A"
3570.0,35.66435,10.784432,20771.0,86.3,-55.7,2.0,28.2,5866,A,"TUN,35.6643,10.7844,20771,86.3,-55.7,2.0,28.2,5866,A"
3580.0,35.663601,10.784657,20829.0,85.7,-55.7,2.0,28.0,5911,A,"TUN,35.6636,10.7847,20829,85.7,-55.7,2.0,28.0,5911,A"
3590.0,35.662885,10.78477,20887.0,85.1,-55.6,2.0,28.1,5958,A,"TUN,35.6629,10.7848,20887,85.1,-55.6,2.0,28.1,5958,A"
3600.0,35.662127,10.784964,20945.0,84.6,-55.6,2.0,27.9,6004,A,"TUN,35.6621,10.7850,20945,84.6,-55.6,2.0,27.9,6004,A"
3610.0,35.661342,10.785041,21003.0,84.0,-55.5,2.0,28.4,6055,A,"TUN,35.6613,10.7850,21003,84.0,-55.5,2.0,28.4,6055,A"
3620.0,35.660652,10.785218,21061.0,83.4,-55.4,2.0,27.7,6096,A,"TUN,35.6607,10.7852,21061,83.4,-55.4,2.0,27.7,6096,A"
3630.0,35.659889,10.785254,21119.0,82.8,-55.4,2.0,27.8,6141,A,"TUN,35.6599,10.7853,21119,82.8,-55.4,2.0,27.8,6141,A"
3640.0,35.659075,10.785316,21177.0,82.3,-55.3,2.0,28.0,6190,A,"TUN,35.6591,10.7853,21177,82.3,-55.3,2.0,28.0,6190,A"
3650.0,35.658322,10.785456,21235.0,81.7,-55.3,2.0,28.3,6239,A,"TUN,35.6583,10.7855,21235,81.7,-55.3,2.0,28.3,6239,A"
3660.0,35.657493,10.785532,21293.0,81.1,-55.2,2.0,27.6,6277,A,"TUN,35.6575,10.7855,21293,81.1,-55.2,2.0,27.6,6277,A"
3670.0,35.656657,10.785611,21351.0,80.6,-55.1,2.0,27.6,6324,A,"TUN,35.6567,10.7856,21351,80.6,-55.1,2.0,27.6,6324,A"
3680.0,35.655825,10.785657,21409.0,80.0,-55.1,2.0,27.4,6366,A,"TUN,35.6558,10.7857,21409,80.0,-55.1,2.0,27.4,6366,A"
3690.0,35.654968,10.785657,21467.0,79.5,-55.0,2.0,28.0,6417,A,"TUN,35.6550,10.7857,21467,79.5,-55.0,2.0,28.0,6417,A"
3700.0,35.654215,10.785795,21525.0,78.9,-55.0,2.0,27.7,6460,A,"TUN,35.6542,10.7858,21525,78.9,-55.0,2.0,27.7,6460,A"
3710.0,35.65334,10.785747,21583.0,78.4,-54.9,2.0,27.9,6507,A,"TUN,35.6533,10.7857,21583,78.4,-54.9,2.0,27.9,6507,A"
3720.0,35.65255,10.785847,21641.0,77.9,-54.9,2.0,28.2,6556,A,"TUN,35.6525,10.7858,21641,77.9,-54.9,2.0,28.2,6556,A"
3730.0,35.651705,10.785789,21699.0,77.3,-54.8,2.0,27.8,6596,A,"TUN,35.6517,10.7858,21699,77.3,-54.8,2.0,27.8,6596,A"
3740.0,35.650784,10.785737,21757.0,76.8,-54.7,2.0,28.1,6643,A,"TUN,35.6508,10.7857,21757,76.8,-54.7,2.0,28.1,6643,A"
3750.0,35.64995,10.785753,21815.0,76.3,-54.7,2.0,27.9,6686,A,"TUN,35.6499,10.7858,21815,76.3,-54.7,2.0,27.9,6686,A"
3760.0,35.649096,10.785724,21873.0,75.8,-54.6,2.0,28.2,6734,A,"TUN,35.6491,10.7857,21873,75.8,-54.6,2.0,28.2,6734,A"
3770.0,35.648292,10.785562,21931.0,75.2,-54.6,2.0,28.1,6775,A,"TUN,35.6483,10.7856,21931,75.2,-54.6,2.0,28.1,6775,A"
3780.0,35.64736,10.785415,21989.0,74.7,-54.5,2.0,27.8,6816,A,"TUN,35.6474,10.7854,21989,74.7,-54.5,2.0,27.8,6816,A"
3790.0,35.646539,10.785289,22047.0,74.2,-54.5,2.0,27.9,6860,A,"TUN,35.6465,10.7853,22047,74.2,-54.5,2.0,27.9,6860,A"
3800.0,35.645646,10.785162,22105.0,73.7,-54.4,2.0,28.3,6908,A,"TUN,35.6456,10.7852,22105,73.7,-54.4,2.0,28.3,6908,A"
3810.0,35.644725,10.785006,22163.0,73.2,-54.3,2.0,28.1,6950,A,"TUN,35.6447,10.7850,22163,73.2,-54.3,2.0,28.1,6950,A"
3820.0,35.643824,10.784839,22221.0,72.7,-54.3,2.0,27.6,6987,A,"TUN,35.6438,10.7848,22221,72.7,-54.3,2.0,27.6,6987,A"
3830.0,35.642926,10.7848,22279.0,72.2,-54.2,2.0,28.2,7038,A,"TUN,35.6429,10.7848,22279,72.2,-54.2,2.0,28.2,7038,A"
3840.0,35.64204,10.784678,22337.0,71.7,-54.2,2.0,27.7,7075,A,"TUN,35.6420,10.7847,22337,71.7,-54.2,2.0,27.7,7075,A"
3850.0,35.641229,10.784434,22395.0,71.2,-54.1,2.0,28.4,7126,A,"TUN,35.6412,10.7844,22395,71.2,-54.1,2.0,28.4,7126,A"
3860.0,35.640283,10.784154,22453.0,70.7,-54.0,2.0,28.3,7166,A,"TUN,35.6403,10.7842,22453,70.7,-54.0,2.0,28.3,7166,A"
3870.0,35.639399,10.783879,22511.0,70.2,-54.0,2.0,28.1,7205,A,"TUN,35.6394,10.7839,22511,70.2,-54.0,2.0,28.1,7205,A"
3880.0,35.638512,10.783658,22569.0,69.8,-53.9,2.0,28.0,7249,A,"TUN,35.6385,10.7837,22569,69.8,-53.9,2.0,28.0,7249,A"
3890.0,35.637675,10.783426,22627.0,69.3,-53.9,2.0,27.9,7290,A,"TUN,35.6377,10.7834,22627,69.3,-53.9,2.0,27.9,7290,A"
3900.0,35.636769,10.783263,22685.0,68.8,-53.8,2.0,28.2,7336,A,"TUN,35.6368,10.7833,22685,68.8,-53.8,2.0,28.2,7336,A"
3910.0,35.635877,10.783016,22743.0,68.3,-53.8,2.0,27.9,7375,A,"TUN,35.6359,10.7830,22743,68.3,-53.8,2.0,27.9,7375,A"
3920.0,35.634913,10.782669,22801.0,67.9,-53.7,2.0,28.1,7419,A,"TUN,35.6349,10.7827,22801,67.9,-53.7,2.0,28.1,7419,A"
3930.0,35.634019,10.782373,22859.0,67.4,-53.6,2.0,28.3,7463,A,"TUN,35.6340,10.7824,22859,67.4,-53.6,2.0,28.3,7463,A"
3940.0,35.633117,10.782089,22917.0,66.9,-53.6,2.0,27.8,7499,A,"TUN,35.6331,10.7821,22917,66.9,-53.6,2.0,27.8,7499,A"
3950.0,35.632265,10.781803,22975.0,66.5,-53.5,2.0,27.8,7543,A,"TUN,35.6323,10.7818,22975,66.5,-53.5,2.0,27.8,7543,A"
3960.0,35.631384,10.78156,23033.0,66.0,-53.5,2.0,27.6,7582,A,"TUN,35.6314,10.7816,23033,66.0,-53.5,2.0,27.6,7582,A"
3970.0,35.630467,10.781187,23091.0,65.6,-53.4,2.0,27.7,7625,A,"TUN,35.6305,10.7812,23091,65.6,-53.4,2.0,27.7,7625,A"
3980.0,35.629645,10.78087,23149.0,65.1,-53.4,2.0,27.5,7665,A,"TUN,35.6296,10.7809,23149,65.1,-53.4,2.0,27.5,7665,A"
3990.0,35.628718,10.780417,23207.0,64.7,-53.3,2.0,28.2,7714,A,"TUN,35.6287,10.7804,23207,64.7,-53.3,2.0,28.2,7714,A"
4000.0,35.627771,10.780009,23265.0,64.2,-53.2,2.0,28.5,7757,A,"TUN,35.6278,10.7800,23265,64.2,-53.2,2.0,28.5,7757,A"
4010.0,35.626892,10.779686,23323.0,63.8,-53.2,2.0,28.4,7797,A,"TUN,35.6269,10.7797,23323,63.8,-53.2,2.0,28.4,7797,A"
4020.0,35.625982,10.77924,23381.0,63.4,-53.1,2.0,27.5,7830,A,"TUN,35.6260,10.7792,23381,63.4,-53.1,2.0,27.5,7830,A"
4030.0,35.625046,10.778714,23439.0,62.9,-53.1,2.0,28.2,7876,A,"TUN,35.6250,10.7787,23439,62.9,-53.1,2.0,28.2,7876,A"
4040.0,35.62413,10.778343,23497.0,62.5,-53.0,2.0,28.4,7920,A,"TUN,35.6241,10.7783,23497,62.5,-53.0,2.0,28.4,7920,A"
4050.0,35.623248,10.777875,23555.0,62.1,-52.9,2.0,27.9,7956,A,"TUN,35.6232,10.7779,23555,62.1,-52.9,2.0,27.9,7956,A"
4060.0,35.622347,10.777436,23613.0,61.6,-52.9,2.0,28.0,7997,A,"TUN,35.6223,10.7774,23613,61.6,-52.9,2.0,28.0,7997,A"
4070.0,35.621427,10.776966,23671.0,61.2,-52.8,2.0,27.4,8032,A,"TUN,35.6214,10.7770,23671,61.2,-52.8,2.0,27.4,8032,A"
4080.0,35.620565,10.776456,23729.0,60.8,-52.8,2.0,28.1,8079,A,"TUN,35.6206,10.7765,23729,60.8,-52.8,2.0,28.1,8079,A"
4090.0,35.619693,10.775929,23787.0,60.4,-52.7,2.0,27.7,8116,A,"TUN,35.6197,10.7759,23787,60.4,-52.7,2.0,27.7,8116,A"
4100.0,35.618761,10.775449,23845.0,60.0,-52.7,2.0,28.1,8160,A,"TUN,35.6188,10.7754,23845,60.0,-52.7,2.0,28.1,8160,A"
4110.0,35.617926,10.774828,23903.0,59.5,-52.6,2.0,27.5,8194,A,"TUN,35.6179,10.7748,23903,59.5,-52.6,2.0,27.5,8194,A"
4120.0,35.617044,10.774407,23961.0,59.1,-52.5,2.0,28.2,8243,A,"TUN,35.6170,10.7744,23961,59.1,-52.5,2.0,28.2,8243,A"
4130.0,35.616238,10.773873,24019.0,58.7,-52.5,2.0,28.3,8284,A,"TUN,35.6162,10.7739,24019,58.7,-52.5,2.0,28.3,8284,A"
4140.0,35.615348,10.773277,24077.0,58.3,-52.4,2.0,27.8,8319,A,"TUN,35.6153,10.7733,24077,58.3,-52.4,2.0,27.8,8319,A"
4150.0,35.614345,10.772788,24135.0,57.9,-52.4,2.0,27.7,8357,A,"TUN,35.6143,10.7728,24135,57.9,-52.4,2.0,27.7,8357,A"
4160.0,35.613492,10.772053,24193.0,57.5,-52.3,2.0,27.4,8393,A,"TUN,35.6135,10.7721,24193,57.5,-52.3,2.0,27.4,8393,A"
4170.0,35.612653,10.771461,24251.0,57.1,-52.2,2.0,27.9,8439,A,"TUN,35.6127,10.7715,24251,57.1,-52.2,2.0,27.9,8439,A"
4180.0,35.611786,10.770869,24309.0,56.8,-52.2,2.0,27.8,8478,A,"TUN,35.6118,10.7709,24309,56.8,-52.2,2.0,27.8,8478,A"
4190.0,35.610971,10.770122,24367.0,56.4,-52.1,2.0,27.5,8515,A,"TUN,35.6110,10.7701,24367,56.4,-52.1,2.0,27.5,8515,A"
4200.0,35.610011,10.769382,24425.0,56.0,-52.1,2.0,28.1,8558,A,"TUN,35.6100,10.7694,24425,56.0,-52.1,2.0,28.1,8558,A"
4210.0,35.609064,10.768599,24483.0,55.6,-52.0,2.0,27.9,8593,A,"TUN,35.6091,10.7686,24483,55.6,-52.0,2.0,27.9,8593,A"
4220.0,35.608123,10.767812,24541.0,55.2,-52.0,2.0,27.7,8629,A,"TUN,35.6081,10.7678,24541,55.2,-52.0,2.0,27.7,8629,A"
4230.0,35.607271,10.767042,24599.0,54.8,-51.9,2.0,27.8,8668,A,"TUN,35.6073,10.7670,24599,54.8,-51.9,2.0,27.8,8668,A"
4240.0,35.606313,10.766108,24657.0,54.5,-51.8,2.0,28.3,8711,A,"TUN,35.6063,10.7661,24657,54.5,-51.8,2.0,28.3,8711,A"
4250.0,35.605525,10.765309,24715.0,54.1,-51.8,2.0,28.2,8748,A,"TUN,35.6055,10.7653,24715,54.1,-51.8,2.0,28.2,8748,A"
4260.0,35.604679,10.764558,24773.0,53.7,-51.7,2.0,28.0,8784,A,"TUN,35.6047,10.7646,24773,53.7,-51.7,2.0,28.0,8784,A"
4270.0,35.6038,10.763712,24831.0,53.3,-51.7,2.0,28.2,8824,A,"TUN,35.6038,10.7637,24831,53.3,-51.7,2.0,28.2,8824,A"
4280.0,35.602953,10.762877,24889.0,53.0,-51.6,2.0,27.7,8857,A,"TUN,35.6030,10.7629,24889,53.0,-51.6,2.0,27.7,8857,A"
4290.0,35.602123,10.762001,24947.0,52.6,-51.6,2.0,28.0,8898,A,"TUN,35.6021,10.7620,24947,52.6,-51.6,2.0,28.0,8898,A"
4300.0,35.601399,10.761198,25005.0,52.3,-51.5,2.0,28.0,8937,A,"TUN,35.6014,10.7612,25005,52.3,-51.5,2.0,28.0,8937,A"
4310.0,35.600563,10.760453,25063.0,51.9,-51.4,2.0,27.9,8976,A,"TUN,35.6006,10.7605,25063,51.9,-51.4,2.0,27.9,8976,A"
4320.0,35.599737,10.759579,25121.0,51.5,-51.4,2.0,28.1,9015,A,"TUN,35.5997,10.7596,25121,51.5,-51.4,2.0,28.1,9015,A"
4330.0,35.598964,10.758686,25179.0,51.2,-51.3,2.0,27.8,9051,A,"TUN,35.5990,10.7587,25179,51.2,-51.3,2.0,27.8,9051,A"
4340.0,35.598172,10.757876,25237.0,50.8,-51.3,2.0,28.2,9093,A,"TUN,35.5982,10.7579,25237,50.8,-51.3,2.0,28.2,9093,A"
4350.0,35.597358,10.757005,25295.0,50.5,-51.2,2.0,28.2,9133,A,"TUN,35.5974,10.7570,25295,50.5,-51.2,2.0,28.2,9133,A"
4360.0,35.59647,10.75614,25353.0,50.1,-51.1,2.0,27.1,9159,A,"TUN,35.5965,10.7561,25353,50.1,-51.1,2.0,27.1,9159,A"
4370.0,35.595603,10.755185,25411.0,49.8,-51.1,2.0,28.4,9209,A,"TUN,35.5956,10.7552,25411,49.8,-51.1,2.0,28.4,9209,A"
4380.0,35.594775,10.754445,25469.0,49.5,-51.0,2.0,27.1,9236,A,"TUN,35.5948,10.7544,25469,49.5,-51.0,2.0,27.1,9236,A"
4390.0,35.593924,10.753521,25527.0,49.1,-51.0,2.0,27.8,9280,A,"TUN,35.5939,10.7535,25527,49.1,-51.0,2.0,27.8,9280,A"
4400.0,35.593083,10.752581,25585.0,48.8,-50.9,2.0,28.3,9322,A,"TUN,35.5931,10.7526,25585,48.8,-50.9,2.0,28.3,9322,A"
4410.0,35.592268,10.751564,25643.0,48.4,-50.9,2.0,27.9,9354,A,"TUN,35.5923,10.7516,25643,48.4,-50.9,2.0,27.9,9354,A"
4420.0,35.591424,10.750715,25701.0,48.1,-50.8,2.0,27.6,9391,A,"TUN,35.5914,10.7507,25701,48.1,-50.8,2.0,27.6,9391,A"
4430.0,35.590633,10.749779,25759.0,47.8,-50.7,2.0,27.7,9430,A,"TUN,35.5906,10.7498,25759,47.8,-50.7,2.0,27.7,9430,A"
4440.0,35.589711,10.748759,25817.0,47.5,-50.7,2.0,28.3,9472,A,"TUN,35.5897,10.7488,25817,47.5,-50.7,2.0,28.3,9472,A"
4450.0,35.588906,10.747975,25875.0,47.1,-50.6,2.0,27.4,9502,A,"TUN,35.5889,10.7480,25875,47.1,-50.6,2.0,27.4,9502,A"
4460.0,35.588067,10.747043,25933.0,46.8,-50.6,2.0,28.3,9548,A,"TUN,35.5881,10.7470,25933,46.8,-50.6,2.0,28.3,9548,A"
4470.0,35.587232,10.74605,25991.0,46.5,-50.5,2.0,28.0,9583,A,"TUN,35.5872,10.7461,25991,46.5,-50.5,2.0,28.0,9583,A"
4480.0,35.586436,10.744988,26049.0,46.2,-50.5,2.0,27.6,9615,A,"TUN,35.5864,10.7450,26049,46.2,-50.5,2.0,27.6,9615,A"
4490.0,35.585574,10.744038,26107.0,45.9,-50.4,2.0,27.8,9655,A,"TUN,35.5856,10.7440,26107,45.9,-50.4,2.0,27.8,9655,A"
4500.0,35.584629,10.743062,26165.0,45.5,-50.3,2.0,27.7,9690,A,"TUN,35.5846,10.7431,26165,45.5,-50.3,2.0,27.7,9690,A"
4510.0,35.583759,10.741984,26223.0,45.2,-50.3,2.0,28.3,9731,A,"TUN,35.5838,10.7420,26223,45.2,-50.3,2.0,28.3,9731,A"
4520.0,35.582981,10.740848,26281.0,44.9,-50.2,2.0,28.2,9767,A,"TUN,35.5830,10.7408,26281,44.9,-50.2,2.0,28.2,9767,A"
4530.0,35.582243,10.739707,26339.0,44.6,-50.2,2.0,27.5,9797,A,"TUN,35.5822,10.7397,26339,44.6,-50.2,2.0,27.5,9797,A"
4540.0,35.581336,10.738711,26397.0,44.3,-50.1,2.0,27.9,9838,A,"TUN,35.5813,10.7387,26397,44.3,-50.1,2.0,27.9,9838,A"
4550.0,35.580423,10.737678,26455.0,44.0,-50.0,2.0,27.7,9872,A,"TUN,35.5804,10.7377,26455,44.0,-50.0,2.0,27.7,9872,A"
4560.0,35.579611,10.736599,26513.0,43.7,-50.0,2.0,28.4,9915,A,"TUN,35.5796,10.7366,26513,43.7,-50.0,2.0,28.4,9915,A"
4570.0,35.578694,10.735494,26571.0,43.4,-49.9,2.0,27.6,9942,A,"TUN,35.5787,10.7355,26571,43.4,-49.9,2.0,27.6,9942,A"
4580.0,35.577848,10.734254,26629.0,43.1,-49.9,2.0,28.5,9986,A,"TUN,35.5778,10.7343,26629,43.1,-49.9,2.0,28.5,9986,A"
4590.0,35.576949,10.733013,26687.0,42.8,-49.8,2.0,28.0,16,A,"TUN,35.5769,10.7330,26687,42.8,-49.8,2.0,28.0,16,A"
4600.0,35.575932,10.731913,26745.0,42.5,-49.8,2.0,27.7,47,A,"TUN,35.5759,10.7319,26745,42.5,-49.8,2.0,27.7,47,A"
4610.0,35.57504,10.730831,26803.0,42.2,-49.7,2.0,27.8,84,A,"TUN,35.5750,10.7308,26803,42.2,-49.7,2.0,27.8,84,A"
4620.0,35.574141,10.729697,26861.0,41.9,-49.6,2.0,27.8,119,A,"TUN,35.5741,10.7297,26861,41.9,-49.6,2.0,27.8,119,A"
4630.0,35.573379,10.728439,26919.0,41.6,-49.6,2.0,27.6,152,A,"TUN,35.5734,10.7284,26919,41.6,-49.6,2.0,27.6,152,A"
4640.0,35.572541,10.727248,26977.0,41.4,-49.5,2.0,28.0,193,A,"TUN,35.5725,10.7272,26977,41.4,-49.5,2.0,28.0,193,A"
4650.0,35.571688,10.726068,27035.0,41.1,-49.5,2.0,27.6,223,A,"TUN,35.5717,10.7261,27035,41.1,-49.5,2.0,27.6,223,A"
4660.0,35.570844,10.724844,27093.0,40.8,-49.4,2.0,27.3,256,A,"TUN,35.5708,10.7248,27093,40.8,-49.4,2.0,27.3,256,A"
4670.0,35.570019,10.723471,27151.0,40.5,-49.3,2.0,27.9,296,A,"TUN,35.5700,10.7235,27151,40.5,-49.3,2.0,27.9,296,A"
4680.0,35.56917,10.7222,27209.0,40.2,-49.3,2.0,27.5,326,A,"TUN,35.5692,10.7222,27209,40.2,-49.3,2.0,27.5,326,A"
4690.0,35.568349,10.721046,27267.0,40.0,-49.2,2.0,27.8,366,A,"TUN,35.5683,10.7210,27267,40.0,-49.2,2.0,27.8,366,A"
4700.0,35.567489,10.719699,27325.0,39.7,-49.2,2.0,27.7,397,A,"TUN,35.5675,10.7197,27325,39.7,-49.2,2.0,27.7,397,A"
4710.0,35.566661,10.718387,27383.0,39.4,-49.1,2.0,27.7,432,A,"TUN,35.5667,10.7184,27383,39.4,-49.1,2.0,27.7,432,A"
4720.0,35.565841,10.71703,27441.0,39.1,-49.1,2.0,28.6,475,A,"TUN,35.5658,10.7170,27441,39.1,-49.1,2.0,28.6,475,A"
4730.0,35.564941,10.715762,27499.0,38.9,-49.0,2.0,28.0,504,A,"TUN,35.5649,10.7158,27499,38.9,-49.0,2.0,28.0,504,A"
4740.0,35.563909,10.714641,27557.0,38.6,-48.9,2.0,28.1,540,A,"TUN,35.5639,10.7146,27557,38.6,-48.9,2.0,28.1,540,A"
4750.0,35.562838,10.713556,27615.0,38.3,-48.9,2.0,27.5,567,A,"TUN,35.5628,10.7136,27615,38.3,-48.9,2.0,27.5,567,A"
4760.0,35.562069,10.712344,27673.0,38.1,-48.8,2.0,27.8,607,A,"TUN,35.5621,10.7123,27673,38.1,-48.8,2.0,27.8,607,A"
4770.0,35.561118,10.711071,27731.0,37.8,-48.8,2.0,28.1,643,A,"TUN,35.5611,10.7111,27731,37.8,-48.8,2.0,28.1,643,A"
4780.0,35.56036,10.709726,27789.0,37.6,-48.7,2.0,27.7,675,A,"TUN,35.5604,10.7097,27789,37.6,-48.7,2.0,27.7,675,A"
4790.0,35.559645,10.708314,27847.0,37.3,-48.7,2.0,28.3,715,A,"TUN,35.5596,10.7083,27847,37.3,-48.7,2.0,28.3,715,A"
4800.0,35.558804,10.706949,27905.0,37.1,-48.6,2.0,27.6,743,A,"TUN,35.5588,10.7069,27905,37.1,-48.6,2.0,27.6,743,A"
4810.0,35.557878,10.70548,27963.0,36.8,-48.5,2.0,27.9,777,A,"TUN,35.5579,10.7055,27963,36.8,-48.5,2.0,27.9,777,A"
4820.0,35.557052,10.704191,28021.0,36.5,-48.5,2.0,27.8,810,A,"TUN,35.5571,10.7042,28021,36.5,-48.5,2.0,27.8,810,A"
4830.0,35.556113,10.7029,28079.0,36.3,-48.4,2.0,28.0,848,A,"TUN,35.5561,10.7029,28079,36.3,-48.4,2.0,28.0,848,A"
4840.0,35.55522,10.701576,28137.0,36.0,-48.4,2.0,27.8,878,A,"TUN,35.5552,10.7016,28137,36.0,-48.4,2.0,27.8,878,A"
4850.0,35.554321,10.700116,28195.0,35.8,-48.3,2.0,27.9,913,A,"TUN,35.5543,10.7001,28195,35.8,-48.3,2.0,27.9,913,A"
4860.0,35.553466,10.698737,28253.0,35.6,-48.2,2.0,27.9,947,A,"TUN,35.5535,10.6987,28253,35.6,-48.2,2.0,27.9,947,A"
4870.0,35.552635,10.697273,28311.0,35.3,-48.2,2.0,27.8,978,A,"TUN,35.5526,10.6973,28311,35.3,-48.2,2.0,27.8,978,A"
4880.0,35.55176,10.695976,28369.0,35.1,-48.1,2.0,28.1,1016,A,"TUN,35.5518,10.6960,28369,35.1,-48.1,2.0,28.1,1016,A"
4890.0,35.550829,10.694485,28427.0,34.8,-48.1,2.0,28.1,1047,A,"TUN,35.5508,10.6945,28427,34.8,-48.1,2.0,28.1,1047,A"
4900.0,35.550058,10.693119,28485.0,34.6,-48.0,2.0,28.0,1082,A,"TUN,35.5501,10.6931,28485,34.6,-48.0,2.0,28.0,1082,A"
4910.0,35.549089,10.69172,28543.0,34.4,-48.0,2.0,27.9,1113,A,"TUN,35.5491,10.6917,28543,34.4,-48.0,2.0,27.9,1113,A"
4920.0,35.548272,10.690196,28601.0,34.1,-47.9,2.0,28.2,1148,A,"TUN,35.5483,10.6902,28601,34.1,-47.9,2.0,28.2,1148,A"
4930.0,35.547444,10.688657,28659.0,33.9,-47.8,2.0,27.9,1179,A,"TUN,35.5474,10.6887,28659,33.9,-47.8,2.0,27.9,1179,A"
4940.0,35.546671,10.687257,28717.0,33.6,-47.8,2.0,27.9,1212,A,"TUN,35.5467,10.6873,28717,33.6,-47.8,2.0,27.9,1212,A"
4950.0,35.545804,10.685807,28775.0,33.4,-47.7,2.0,28.0,1248,A,"TUN,35.5458,10.6858,28775,33.4,-47.7,2.0,28.0,1248,A"
4960.0,35.545019,10.684153,28833.0,33.2,-47.7,2.0,28.5,1284,A,"TUN,35.5450,10.6842,28833,33.2,-47.7,2.0,28.5,1284,A"
4970.0,35.54419,10.682423,28891.0,33.0,-47.6,2.0,27.6,1306,A,"TUN,35.5442,10.6824,28891,33.0,-47.6,2.0,27.6,1306,A"
4980.0,35.543372,10.680883,28949.0,32.7,-47.6,2.0,28.2,1343,A,"TUN,35.5434,10.6809,28949,32.7,-47.6,2.0,28.2,1343,A"
4990.0,35.542503,10.679276,29007.0,32.5,-47.5,2.0,27.4,1368,A,"TUN,35.5425,10.6793,29007,32.5,-47.5,2.0,27.4,1368,A"
5000.0,35.54171,10.677671,29065.0,32.3,-47.4,2.0,28.1,1408,A,"TUN,35.5417,10.6777,29065,32.3,-47.4,2.0,28.1,1408,A"
5010.0,35.540823,10.676154,29123.0,32.1,-47.4,2.0,28.5,1444,A,"TUN,35.5408,10.6762,29123,32.1,-47.4,2.0,28.5,1444,A"
5020.0,35.540043,10.674582,29181.0,31.8,-47.3,2.0,28.1,1472,A,"TUN,35.5400,10.6746,29181,31.8,-47.3,2.0,28.1,1472,A"
5030.0,35.539228,10.672981,29239.0,31.6,-47.3,2.0,28.1,1504,A,"TUN,35.5392,10.6730,29239,31.6,-47.3,2.0,28.1,1504,A"
5040.0,35.538338,10.671355,29297.0,31.4,-47.2,2.0,27.8,1533,A,"TUN,35.5383,10.6714,29297,31.4,-47.2,2.0,27.8,1533,A"
5050.0,35.537499,10.669669,29355.0,31.2,-47.1,2.0,28.0,1566,A,"TUN,35.5375,10.6697,29355,31.2,-47.1,2.0,28.0,1566,A"
